TITLE,2010-01-01 00:00:00,2010-02-01 00:00:00,2010-03-01 00:00:00,2010-04-01 00:00:00,2010-05-01 00:00:00,2010-06-01 00:00:00,2010-07-01 00:00:00,2010-08-01 00:00:00,2010-09-01 00:00:00,2010-10-01 00:00:00,2010-11-01 00:00:00,2010-12-01 00:00:00,2011-01-01 00:00:00,2011-02-01 00:00:00,2011-03-01 00:00:00,2011-04-01 00:00:00,2011-05-01 00:00:00,2011-06-01 00:00:00,2011-07-01 00:00:00,2011-08-01 00:00:00,2011-09-01 00:00:00,2011-10-01 00:00:00,2011-11-01 00:00:00,2011-12-01 00:00:00,2012-01-01 00:00:00,2012-02-01 00:00:00,2012-03-01 00:00:00,2012-04-01 00:00:00,2012-05-01 00:00:00,2012-06-01 00:00:00,2012-07-01 00:00:00,2012-08-01 00:00:00,2012-09-01 00:00:00,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,2014-10-01 00:00:00,2014-11-01 00:00:00,2014-12-01 00:00:00,2015-01-01 00:00:00,2015-02-01 00:00:00,2015-03-01 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,2015-08-01 00:00:00,2015-09-01 00:00:00,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,2016-10-01 00:00:00,2016-11-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,2017-08-01 00:00:00,2017-09-01 00:00:00,2017-10-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-08-01 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00,2022-01-01 00:00:00,2022-02-01 00:00:00,2022-03-01 00:00:00,2022-04-01 00:00:00,2022-05-01 00:00:00,2022-06-01 00:00:00,2022-07-01 00:00:00,2022-08-01 00:00:00,2022-09-01 00:00:00,2022-10-01 00:00:00,2022-11-01 00:00:00,2022-12-01 00:00:00,2023-01-01 00:00:00,2023-02-01 00:00:00,2023-03-01 00:00:00,2023-04-01 00:00:00,2023-05-01 00:00:00,2023-06-01 00:00:00,2023-07-01 00:00:00,2023-08-01 00:00:00,2023-09-01 00:00:00,2023-10-01 00:00:00,2023-11-01 00:00:00,2023-12-01 00:00:00,2024-01-01 00:00:00,2024-02-01 00:00:00,2024-03-01 00:00:00,2024-04-01 00:00:00,2024-05-01 00:00:00,2024-06-01 00:00:00,2024-07-01 00:00:00,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average
"        Professional, Scientific & Technical Services",56300.0,56900.0,56900.0,57900.0,57100.0,57400.0,57500.0,57600.0,57500.0,57200.0,57700.0,57000.0,56800.0,57200.0,57200.0,58400.0,57900.0,58400.0,59000.0,59200.0,59000.0,59300.0,59300.0,59700.0,60100.0,60500.0,60400.0,62100.0,61700.0,61700.0,62200.0,62400.0,62300.0,62900.0,63100.0,62100.0,61600.0,62100.0,61700.0,62300.0,61900.0,62100.0,62300.0,62400.0,62000.0,63000.0,63300.0,63900.0,63600.0,63900.0,64000.0,64500.0,64400.0,64600.0,63800.0,64100.0,63300.0,64200.0,64700.0,64000.0,66100.0,66500.0,66400.0,67700.0,67600.0,67700.0,69200.0,69600.0,68900.0,70100.0,70200.0,70300.0,69800.0,70100.0,69800.0,71500.0,71200.0,70800.0,72800.0,72900.0,72500.0,73700.0,73300.0,74800.0,67600.0,67900.0,67500.0,68600.0,68200.0,69100.0,70100.0,70400.0,69700.0,70700.0,71100.0,71200.0,70800.0,71600.0,71700.0,72700.0,72900.0,73300.0,75100.0,74800.0,74100.0,75100.0,74700.0,74800.0,74500.0,75300.0,75000.0,75700.0,75800.0,76300.0,77700.0,77800.0,76500.0,77200.0,77500.0,77400.0,75400.0,76300.0,75500.0,72100.0,72500.0,72900.0,73400.0,73300.0,72200.0,73900.0,74100.0,74600.0,74400.0,74900.0,75000.0,76400.0,76400.0,76700.0,77700.0,77800.0,77000.0,78900.0,79200.0,79300.0,78900.0,79600.0,79700.0,80200.0,79900.0,80500.0,80800.0,80800.0,80000.0,80700.0,80900.0,81000.0,79400.0,79800.0,79000.0,79900.0,79800.0,80400.0,80900.0,80900.0,79600.0,80600.0,80800.0,81900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57250.0,58450.0,61791.67,62383.33,64091.67,68358.33,71933.33,69341.67,73466.67,76391.67,73850.0,76975.0,80250.0,80250.0,25330.56
        Management of Companies & Enterprises,19500.0,19500.0,19500.0,19100.0,19100.0,19300.0,19400.0,19400.0,19400.0,19400.0,19600.0,19600.0,20100.0,20100.0,20000.0,19900.0,20100.0,20100.0,20300.0,20700.0,20500.0,20600.0,20800.0,20900.0,20800.0,20800.0,21000.0,21300.0,21500.0,21800.0,22200.0,21900.0,22000.0,22100.0,22100.0,22100.0,20000.0,19400.0,19600.0,20000.0,19600.0,19700.0,19700.0,19500.0,19000.0,19100.0,18800.0,18700.0,18400.0,18300.0,18400.0,18300.0,18300.0,18200.0,18100.0,17900.0,17700.0,17200.0,17000.0,17100.0,17400.0,17200.0,17300.0,16700.0,16300.0,16300.0,15500.0,15200.0,14800.0,14800.0,14700.0,14700.0,14500.0,14300.0,14200.0,14200.0,14300.0,14300.0,14400.0,14400.0,14200.0,14200.0,14100.0,14200.0,17100.0,17000.0,17200.0,17100.0,17200.0,17500.0,17600.0,17600.0,17600.0,17700.0,17700.0,17800.0,16900.0,17100.0,17100.0,16900.0,16800.0,17000.0,17000.0,16900.0,16800.0,16900.0,16900.0,17000.0,16300.0,16300.0,16500.0,16600.0,16600.0,16500.0,16400.0,16300.0,16000.0,16000.0,17000.0,17100.0,16800.0,16500.0,16500.0,16000.0,16000.0,16100.0,15600.0,15600.0,15600.0,16100.0,16200.0,16200.0,16400.0,16400.0,16500.0,16600.0,16700.0,16800.0,16800.0,16800.0,17000.0,17000.0,17000.0,17300.0,17200.0,17400.0,17500.0,17300.0,17200.0,17000.0,16800.0,16800.0,16700.0,16800.0,16700.0,16600.0,16900.0,16700.0,16500.0,16500.0,16300.0,16300.0,16100.0,16100.0,16200.0,16300.0,16300.0,16300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19400.0,20341.67,21633.33,19425.0,17908.33,15908.33,14275.0,17425.0,16941.67,16466.67,16100.0,16775.0,17000.0,16375.0,8225.69
        Administrative and Support and Waste and Remediatio,29500.0,29600.0,30000.0,31200.0,31400.0,32100.0,31500.0,32100.0,32600.0,32700.0,32900.0,32200.0,29900.0,30100.0,31400.0,32000.0,32000.0,32800.0,32400.0,32800.0,33400.0,34000.0,33300.0,32700.0,32000.0,31600.0,32400.0,32500.0,32900.0,33400.0,33100.0,34000.0,35100.0,36100.0,36100.0,36800.0,35400.0,35500.0,36100.0,36700.0,36800.0,36300.0,36700.0,37600.0,37500.0,37300.0,36700.0,35900.0,35200.0,36000.0,37100.0,37700.0,38800.0,38500.0,37600.0,38700.0,39200.0,40400.0,40300.0,40700.0,39700.0,40100.0,40800.0,42200.0,41500.0,41700.0,40800.0,41700.0,42100.0,42100.0,42000.0,42100.0,41100.0,41500.0,41900.0,42600.0,42200.0,42800.0,42700.0,43100.0,43100.0,44000.0,43300.0,42000.0,41400.0,42500.0,44000.0,42900.0,43700.0,44100.0,43900.0,44700.0,45000.0,44800.0,43200.0,43200.0,41600.0,42300.0,43000.0,42900.0,44300.0,44200.0,43200.0,44100.0,44300.0,44600.0,44400.0,44500.0,41700.0,41600.0,42400.0,42900.0,43400.0,44200.0,43700.0,44900.0,45200.0,44700.0,45400.0,45100.0,42100.0,42700.0,42500.0,35200.0,36000.0,37400.0,37700.0,38100.0,37700.0,39600.0,39400.0,39100.0,38100.0,39000.0,39000.0,39600.0,40400.0,40100.0,40400.0,40900.0,40800.0,42600.0,44000.0,42400.0,40700.0,41300.0,41300.0,40600.0,41300.0,41800.0,40300.0,40800.0,40200.0,40600.0,39300.0,38900.0,37600.0,37900.0,37800.0,38500.0,38300.0,38200.0,38600.0,38800.0,38800.0,39200.0,38600.0,38300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31483.33,32233.33,33833.33,36541.67,38350.0,41400.0,42525.0,43616.67,43616.67,43766.67,38958.33,40608.33,40591.67,38383.33,14370.14
      Private Education and Health Services,104300.0,104900.0,105900.0,105500.0,105600.0,104300.0,104300.0,103300.0,104600.0,105800.0,105800.0,105900.0,104100.0,104700.0,105000.0,105500.0,105300.0,104300.0,102600.0,102400.0,104300.0,105100.0,105500.0,106100.0,105500.0,107100.0,108000.0,108500.0,108800.0,108700.0,107400.0,107700.0,108900.0,109200.0,109600.0,110000.0,108900.0,110700.0,110500.0,111900.0,112500.0,111600.0,109400.0,109800.0,110300.0,112100.0,112400.0,112200.0,110700.0,111900.0,112200.0,112400.0,112400.0,112100.0,109500.0,109900.0,110500.0,112200.0,113000.0,112700.0,111400.0,112700.0,113100.0,113700.0,114200.0,114200.0,114400.0,114100.0,114800.0,116700.0,117100.0,117500.0,115300.0,116300.0,117000.0,117800.0,117900.0,117300.0,116200.0,116100.0,117800.0,119600.0,119800.0,119600.0,121000.0,122200.0,123300.0,122000.0,122500.0,122700.0,120400.0,120500.0,121500.0,122800.0,123400.0,123500.0,122400.0,123400.0,124500.0,123000.0,123500.0,124300.0,121900.0,122500.0,123000.0,124400.0,125300.0,124900.0,124100.0,125300.0,126100.0,125500.0,125800.0,125900.0,125100.0,125100.0,125700.0,126900.0,128300.0,127700.0,127300.0,128600.0,128300.0,114400.0,116200.0,119000.0,118400.0,119800.0,120600.0,122400.0,123000.0,123400.0,121700.0,122800.0,123600.0,125200.0,125200.0,124600.0,124700.0,124100.0,124300.0,127800.0,128500.0,128900.0,125300.0,127300.0,128400.0,128400.0,128700.0,127500.0,127200.0,127700.0,128800.0,130400.0,131200.0,131200.0,131700.0,133100.0,133700.0,134900.0,135500.0,135300.0,134400.0,135500.0,136700.0,138800.0,139900.0,140400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105016.67,104575.0,108283.33,111025.0,111625.0,114491.67,117558.33,122150.0,123591.67,125958.33,121783.33,125116.67,128508.33,135825.0,45043.75
        Private Educational Services,13200.0,14100.0,14600.0,14400.0,14300.0,13500.0,13200.0,12600.0,13600.0,14400.0,14600.0,14500.0,13600.0,14400.0,14500.0,14800.0,14600.0,13700.0,12900.0,12800.0,14000.0,14500.0,14600.0,14400.0,13700.0,14600.0,14800.0,14900.0,14900.0,14400.0,13700.0,13400.0,14500.0,15300.0,15400.0,15500.0,14900.0,16000.0,16200.0,16300.0,16500.0,15500.0,14500.0,14200.0,15200.0,16000.0,16100.0,15700.0,15400.0,16500.0,16500.0,16900.0,16700.0,16500.0,15000.0,14500.0,15500.0,16200.0,16400.0,15900.0,14900.0,15700.0,15700.0,15800.0,15800.0,15600.0,15400.0,14800.0,15500.0,15800.0,15900.0,15800.0,15100.0,15900.0,16000.0,16100.0,16100.0,16000.0,15200.0,14900.0,15900.0,16800.0,16900.0,16700.0,15400.0,16200.0,16300.0,16300.0,16400.0,16300.0,15100.0,14900.0,15200.0,15600.0,15800.0,15600.0,15300.0,16000.0,16100.0,16000.0,16200.0,16500.0,15400.0,15000.0,15400.0,16000.0,16100.0,15800.0,15900.0,16700.0,16700.0,16700.0,16800.0,16800.0,16200.0,15500.0,16000.0,16600.0,16800.0,16200.0,16000.0,16900.0,16700.0,12800.0,13300.0,13100.0,12300.0,12500.0,13000.0,13800.0,13900.0,13600.0,13100.0,13700.0,13800.0,14500.0,14600.0,14200.0,14100.0,13800.0,14200.0,15100.0,15400.0,15100.0,14500.0,15700.0,15700.0,15600.0,15600.0,14900.0,14300.0,14400.0,15200.0,15600.0,15800.0,15400.0,15200.0,15800.0,15700.0,15700.0,15500.0,15300.0,14200.0,14500.0,15100.0,15600.0,15800.0,15700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13916.67,14066.67,14591.67,15591.67,16000.0,15558.33,15966.67,15758.33,15816.67,16408.33,13991.67,14300.0,15225.0,15341.67,6180.56
        Health Care & Social Assistance,91100.0,90800.0,91300.0,91100.0,91300.0,90800.0,91100.0,90700.0,91000.0,91400.0,91200.0,91400.0,90500.0,90300.0,90500.0,90700.0,90700.0,90600.0,89700.0,89600.0,90300.0,90600.0,90900.0,91700.0,91800.0,92500.0,93200.0,93600.0,93900.0,94300.0,93700.0,94300.0,94400.0,93900.0,94200.0,94500.0,94000.0,94700.0,94300.0,95600.0,96000.0,96100.0,94900.0,95600.0,95100.0,96100.0,96300.0,96500.0,95300.0,95400.0,95700.0,95500.0,95700.0,95600.0,94500.0,95400.0,95000.0,96000.0,96600.0,96800.0,96500.0,97000.0,97400.0,97900.0,98400.0,98600.0,99000.0,99300.0,99300.0,100900.0,101200.0,101700.0,100200.0,100400.0,101000.0,101700.0,101800.0,101300.0,101000.0,101200.0,101900.0,102800.0,102900.0,102900.0,105600.0,106000.0,107000.0,105700.0,106100.0,106400.0,105300.0,105600.0,106300.0,107200.0,107600.0,107900.0,107100.0,107400.0,108400.0,107000.0,107300.0,107800.0,106500.0,107500.0,107600.0,108400.0,109200.0,109100.0,108200.0,108600.0,109400.0,108800.0,109000.0,109100.0,108900.0,109600.0,109700.0,110300.0,111500.0,111500.0,111300.0,111700.0,111600.0,101600.0,102900.0,105900.0,106100.0,107300.0,107600.0,108600.0,109100.0,109800.0,108600.0,109100.0,109800.0,110700.0,110600.0,110400.0,110600.0,110300.0,110100.0,112700.0,113100.0,113800.0,110800.0,111600.0,112700.0,112800.0,113100.0,112600.0,112900.0,113300.0,113600.0,114800.0,115400.0,115800.0,116500.0,117300.0,118000.0,119200.0,120000.0,120000.0,120200.0,121000.0,121600.0,123200.0,124100.0,124700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91100.0,90508.33,93691.67,95433.33,95625.0,98933.33,101591.67,106391.67,107775.0,109550.0,107791.67,110816.67,113283.33,120483.33,38863.19
      Leisure and Hospitality,52100.0,52200.0,52500.0,54000.0,54300.0,55200.0,55200.0,55800.0,55600.0,55600.0,55600.0,55500.0,53100.0,53800.0,54600.0,55600.0,55900.0,56800.0,56800.0,57200.0,57300.0,57100.0,56500.0,56900.0,55500.0,55800.0,56800.0,58900.0,59000.0,59700.0,58500.0,59400.0,59100.0,59400.0,58600.0,59300.0,58300.0,59100.0,60000.0,61300.0,62700.0,62500.0,62600.0,63200.0,62800.0,63400.0,63100.0,63600.0,61800.0,63300.0,64100.0,65300.0,66000.0,66600.0,66400.0,67200.0,66800.0,66800.0,67500.0,67400.0,64100.0,65000.0,66600.0,68300.0,69000.0,69400.0,69000.0,70000.0,69500.0,69900.0,69700.0,69900.0,68000.0,69000.0,69500.0,71700.0,72200.0,71800.0,72500.0,72100.0,71400.0,71500.0,70400.0,70900.0,70400.0,71700.0,72600.0,74000.0,75200.0,76000.0,75400.0,75200.0,74900.0,75100.0,74300.0,74600.0,72300.0,73800.0,75200.0,76300.0,76900.0,77100.0,77500.0,78200.0,77600.0,77000.0,77700.0,77500.0,74800.0,76200.0,76900.0,77100.0,78200.0,78600.0,78700.0,79300.0,79200.0,78600.0,79000.0,79400.0,76000.0,77600.0,74600.0,37100.0,42200.0,45000.0,45300.0,45600.0,46700.0,48900.0,50300.0,47000.0,43300.0,47400.0,49700.0,54200.0,57200.0,59200.0,62500.0,63500.0,62900.0,64900.0,64800.0,64800.0,63100.0,64800.0,65900.0,67400.0,68800.0,69600.0,70500.0,70900.0,70700.0,70800.0,70700.0,70200.0,68100.0,69700.0,70500.0,71700.0,73000.0,72400.0,72100.0,72500.0,71300.0,71100.0,70800.0,70500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54466.67,55966.67,58333.33,61883.33,65766.67,68366.67,70916.67,74116.67,76425.0,78000.0,53025.0,57866.67,68616.67,71141.67,24701.39
"         Arts, Entertainment, and Recreation",8500.0,8400.0,8400.0,9100.0,8800.0,9600.0,9300.0,9400.0,9400.0,9000.0,8900.0,9000.0,8500.0,8500.0,8700.0,9200.0,8900.0,9600.0,9300.0,9800.0,9400.0,9300.0,9000.0,9100.0,9000.0,8900.0,9100.0,9600.0,9400.0,9900.0,9000.0,9300.0,8900.0,8900.0,8600.0,8600.0,8700.0,8700.0,8800.0,9500.0,9900.0,9800.0,10000.0,9800.0,9600.0,9400.0,9200.0,9300.0,8800.0,9000.0,9100.0,9800.0,10200.0,10200.0,10300.0,10400.0,10100.0,9800.0,9800.0,9700.0,9000.0,8800.0,9200.0,9900.0,10100.0,10400.0,10300.0,10300.0,10200.0,10000.0,9800.0,10100.0,9500.0,9500.0,9700.0,10300.0,10600.0,10600.0,10700.0,10500.0,10100.0,9900.0,9800.0,9900.0,10100.0,10100.0,10300.0,11000.0,11200.0,11600.0,11500.0,11300.0,11100.0,10700.0,10800.0,10900.0,10600.0,10700.0,10900.0,11400.0,11700.0,12100.0,12100.0,12000.0,11900.0,11400.0,11800.0,11900.0,11800.0,11800.0,12100.0,12200.0,12700.0,13000.0,13100.0,13500.0,13700.0,13200.0,13300.0,13900.0,12300.0,12500.0,12200.0,5300.0,5800.0,6000.0,5300.0,5100.0,5000.0,5800.0,6200.0,5400.0,4900.0,5400.0,5800.0,7500.0,8200.0,8400.0,8900.0,9000.0,8700.0,9600.0,9300.0,9200.0,9200.0,9700.0,9300.0,9900.0,10400.0,10800.0,11200.0,10900.0,11100.0,11200.0,11300.0,11200.0,10400.0,10800.0,11200.0,11600.0,11900.0,11900.0,11700.0,11700.0,11200.0,11100.0,11000.0,11100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8983.33,9108.33,9100.0,9391.67,9766.67,9841.67,10091.67,10883.33,11541.67,12858.33,7241.67,7908.33,10516.67,11300.0,3862.5
        Accommodation & Food Services,43600.0,43800.0,44100.0,44900.0,45500.0,45600.0,45900.0,46400.0,46200.0,46600.0,46700.0,46500.0,44600.0,45300.0,45900.0,46400.0,47000.0,47200.0,47500.0,47400.0,47900.0,47800.0,47500.0,47800.0,46500.0,46900.0,47700.0,49300.0,49600.0,49800.0,49500.0,50100.0,50200.0,50500.0,50000.0,50700.0,49600.0,50400.0,51200.0,51800.0,52800.0,52700.0,52600.0,53400.0,53200.0,54000.0,53900.0,54300.0,53000.0,54300.0,55000.0,55500.0,55800.0,56400.0,56100.0,56800.0,56700.0,57000.0,57700.0,57700.0,55100.0,56200.0,57400.0,58400.0,58900.0,59000.0,58700.0,59700.0,59300.0,59900.0,59900.0,59800.0,58500.0,59500.0,59800.0,61400.0,61600.0,61200.0,61800.0,61600.0,61300.0,61600.0,60600.0,61000.0,60300.0,61600.0,62300.0,63000.0,64000.0,64400.0,63900.0,63900.0,63800.0,64400.0,63500.0,63700.0,61700.0,63100.0,64300.0,64900.0,65200.0,65000.0,65400.0,66200.0,65700.0,65600.0,65900.0,65600.0,63000.0,64400.0,64800.0,64900.0,65500.0,65600.0,65600.0,65800.0,65500.0,65400.0,65700.0,65500.0,63700.0,65100.0,62400.0,31800.0,36400.0,39000.0,40000.0,40500.0,41700.0,43100.0,44100.0,41600.0,38400.0,42000.0,43900.0,46700.0,49000.0,50800.0,53600.0,54500.0,54200.0,55300.0,55500.0,55600.0,53900.0,55100.0,56600.0,57500.0,58400.0,58800.0,59300.0,60000.0,59600.0,59600.0,59400.0,59000.0,57700.0,58900.0,59300.0,60100.0,61100.0,60500.0,60400.0,60800.0,60100.0,60000.0,59800.0,59400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45483.33,46858.33,49233.33,52491.67,56000.0,58525.0,60825.0,63233.33,64883.33,65141.67,45783.33,49958.33,58100.0,59841.67,20838.89
      Other Services,22300.0,22500.0,22900.0,23200.0,23400.0,23900.0,23900.0,23600.0,23200.0,23400.0,23000.0,23000.0,22500.0,22800.0,22900.0,23400.0,23300.0,23600.0,23900.0,23700.0,23500.0,23600.0,23500.0,23400.0,22900.0,23200.0,23600.0,23800.0,24200.0,24800.0,24600.0,24300.0,24100.0,24200.0,24100.0,24100.0,23900.0,24500.0,24600.0,25000.0,24900.0,25200.0,25200.0,25300.0,25100.0,24900.0,24600.0,24500.0,24400.0,24700.0,24800.0,25600.0,25200.0,25500.0,25100.0,24900.0,24800.0,25000.0,24800.0,24700.0,24600.0,24800.0,25100.0,25400.0,25700.0,25800.0,25900.0,25600.0,25500.0,25800.0,25600.0,25600.0,25500.0,25700.0,25800.0,26300.0,26300.0,26500.0,26800.0,26800.0,26300.0,26400.0,26200.0,26100.0,26200.0,26600.0,26700.0,27300.0,27300.0,27800.0,27900.0,27900.0,27300.0,27200.0,27200.0,26900.0,26700.0,27000.0,27300.0,27400.0,27600.0,28000.0,28100.0,27800.0,27100.0,27800.0,27500.0,27200.0,27000.0,27100.0,27100.0,27300.0,27700.0,28100.0,28400.0,27900.0,27500.0,27400.0,27300.0,27100.0,27400.0,27700.0,27200.0,19100.0,19800.0,20300.0,20300.0,20300.0,20800.0,22600.0,22600.0,21600.0,20100.0,21600.0,22000.0,23100.0,23500.0,24000.0,25100.0,24700.0,24500.0,25600.0,25700.0,25700.0,25400.0,25900.0,25900.0,25100.0,25300.0,25900.0,26300.0,25900.0,25700.0,26000.0,26100.0,25800.0,25800.0,26300.0,26300.0,26600.0,27000.0,28000.0,28200.0,27700.0,27500.0,27500.0,27700.0,27700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23191.67,23341.67,23991.67,24808.33,24958.33,25450.0,26225.0,27191.67,27458.33,27491.67,22475.0,23800.0,25775.0,27191.67,10024.31
      Government,117200.0,118200.0,119000.0,119900.0,121800.0,119600.0,106000.0,103000.0,115700.0,116800.0,118300.0,117900.0,115800.0,117900.0,119000.0,118600.0,118900.0,117900.0,113500.0,112300.0,112600.0,115300.0,115900.0,114800.0,112900.0,115700.0,116200.0,116100.0,116600.0,115600.0,113400.0,112000.0,112700.0,114700.0,116700.0,115700.0,112700.0,114500.0,116500.0,116800.0,117100.0,114200.0,112900.0,112100.0,113500.0,116500.0,117300.0,116600.0,114800.0,116700.0,116800.0,118300.0,118900.0,118200.0,115200.0,113900.0,116300.0,118400.0,119900.0,119900.0,118000.0,119100.0,121000.0,121500.0,121900.0,120200.0,116900.0,118000.0,118900.0,121200.0,122300.0,121700.0,121200.0,123400.0,124500.0,125000.0,125600.0,123500.0,118300.0,118000.0,122700.0,125600.0,127100.0,126900.0,123700.0,125800.0,126700.0,126100.0,127200.0,124700.0,118000.0,118800.0,122400.0,125300.0,125800.0,125500.0,123100.0,125100.0,126100.0,126400.0,126600.0,125600.0,118100.0,118800.0,122300.0,124500.0,124900.0,124900.0,122100.0,125600.0,125300.0,126200.0,126700.0,125100.0,119500.0,121000.0,123100.0,124700.0,125300.0,124400.0,124700.0,125200.0,125300.0,120900.0,119500.0,115000.0,111800.0,113200.0,116200.0,117500.0,117800.0,114000.0,114600.0,116500.0,116500.0,116600.0,117000.0,116100.0,111600.0,111100.0,113700.0,114100.0,114400.0,112200.0,113000.0,113000.0,114500.0,114600.0,115500.0,114400.0,109500.0,109200.0,112300.0,113000.0,115200.0,114000.0,115200.0,115400.0,116200.0,116400.0,118000.0,116800.0,112100.0,112500.0,114900.0,115100.0,117100.0,116100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116116.67,116041.67,114858.33,115058.33,117275.0,120058.33,123483.33,124166.67,123866.67,124083.33,118425.0,114533.33,113183.33,115483.33,48279.17
        Federal Government,10300.0,10100.0,10000.0,10700.0,12600.0,11700.0,10900.0,10100.0,9900.0,9800.0,9800.0,9900.0,9900.0,9800.0,9800.0,9800.0,9700.0,9600.0,9800.0,9600.0,9700.0,9700.0,9700.0,9700.0,9700.0,9700.0,9700.0,9600.0,9500.0,9500.0,9500.0,9500.0,9500.0,9600.0,9500.0,9700.0,9600.0,9700.0,9300.0,9500.0,9100.0,9300.0,9200.0,9200.0,9100.0,9100.0,9200.0,9300.0,9300.0,9300.0,9300.0,9300.0,9100.0,9200.0,9300.0,9200.0,9200.0,9200.0,9300.0,9300.0,9200.0,9200.0,9100.0,9200.0,9100.0,9100.0,9100.0,9000.0,8900.0,9000.0,9100.0,9200.0,9100.0,9100.0,9100.0,9100.0,9100.0,9100.0,9100.0,9200.0,9200.0,9100.0,9200.0,9400.0,9100.0,9100.0,9100.0,9000.0,9100.0,9100.0,9000.0,8900.0,8900.0,9000.0,8900.0,9100.0,8900.0,8800.0,8800.0,8900.0,8700.0,8700.0,8800.0,8600.0,8700.0,8600.0,8700.0,8600.0,8600.0,8700.0,8700.0,8700.0,8700.0,8800.0,8700.0,8800.0,8700.0,8700.0,8700.0,8700.0,8700.0,8700.0,8700.0,8800.0,8800.0,8800.0,8800.0,10500.0,9700.0,9400.0,8800.0,8800.0,8700.0,8700.0,8600.0,8700.0,8600.0,8600.0,8700.0,8600.0,8500.0,8500.0,8400.0,8400.0,8400.0,8300.0,8300.0,8300.0,8300.0,8300.0,8300.0,8300.0,8300.0,8300.0,8300.0,8300.0,8400.0,8400.0,8400.0,8300.0,8400.0,8400.0,8500.0,8500.0,8500.0,8500.0,8500.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10483.33,9733.33,9583.33,9300.0,9250.0,9100.0,9150.0,9025.0,8733.33,8708.33,9041.67,8583.33,8308.33,8441.67,4029.17
